aa,first,last,rating,resourceid
,Abdullah,Al Joui,61,237665
Manu Sánchez,Manuel,Sánchez de la Peña,68,237667
Bruno Xadas,Bruno Alexandre,Vieira Almeida,72,252327
,Moritz,Bauer,72,237670
,Robbie,McCourt,58,204904
,Ibrahima,Konaté,78,237677
,Lasse,Schøne,75,237678
,Takefusa,Kubo,75,172143
,Kurtis,Guthrie,61,237681
,Ionuț,Larie,66,204915
,Devante,Rodney,57,247963
,Damian,Zbozień,65,236222
,Andreas,Leitner,66,204920
,Marcel,Sabitzer,83,204922
,Phil,Foden,79,204923
,Nicolás,Hernández,67,237692
,Lamine,Sherif,62,247146
,Miguel,Ortega,64,237694
Min Kyung Hyun,Kyung Hyun,Min,54,237695
,Callum,Gribbin,62,252608
,Joshua,Smits,66,237698
,Matt,Olosunde,66,204931
,Jordan,Pickford,81,237702
,John,Egan,78,204935
,Dylan,Pierias,57,204936
,Ivan,Lurati,56,237705
,Erik,Lira,62,237707
Luo Guofu,Guofu,Luo,75,257784
,Valentin,Castellanos,65,204943
,Abdurrahim,Dursun,65,237712
,Yuki,Otsu,65,241688
,Patrick,Cutrone,75,204946
,Alex,Vigo,70,237715
,Steve,Ambri,64,247150
,Sinan,Gümüş,73,237718
,Abdullah,Al Khaibari,66,225305
,Paul,Cleary,55,237721
Carvajal,Daniel,Carvajal Ramos,86,247152
,Odysseus,Velanas,62,204963
,Jessy,Moulin,70,237732
Matheus Fernandes,Matheus,Fernandes Siqueira,68,172198
,Shunta,Awaka,58,237735
,Florian,Thauvin,82,237736
,Fraser,Forster,76,204970
,Kazuki,Fukai,67,172203
,James,Troisi,67,237742
,Iván,Piris,74,172208
,Ibou,Touray,66,204977
,Ben,Thompson,68,204979
,Ken,Tokura,64,225310
,Yohei,Nishibe,61,237750
,Facundo,Mura,69,237751
,Tomoya,Inukai,67,247156
,Bror,Blume,68,237754
,Yugo,Tatsuta,65,204987
,Ko,Matsubara,67,237757
,Mamadou,Koné,69,237758
,Yosuke,Kawai,65,204992
,Mitsunari,Musaka,64,237762
,Ryo,Takeuchi,67,237763
,Shota,Kaneko,68,237764
,Joona,Toivio,66,237766
,Perparim,Hetemaj,72,172232
Lee Sang Min,Sang Min,Lee,63,172233
,Matthias,Verreth,64,237771
,Lukáš,Droppa,67,237772
,Kenta,Tanno,62,205005
,Louka,Prip,66,237776
Ahn Joon Soo,Joon Soo,Ahn,65,247086
,Tatsuya,Yamashita,63,237778
,Dean,Gerken,65,237779
,Honoya,Shoji,62,139476
,Jack,Grimmer,67,237782
,Yusuke,Maruhashi,71,205015
,Jake,Caprice,64,237784
,Yasuki,Kimoto,67,205019
,Daichi,Akiyama,60,237789
,Manuel,Balda,63,237791
,Masataka,Nishimoto,57,251240
,Kunimitsu,Sekiguchi,66,237795
,Kenyu,Sugimoto,67,237797
,Christoph,Haas,62,237799
,Ross,Millen,55,237802
,Sebastian,Maier,65,205036
,Nils,Röseler,66,205044
,Korbinian,Vollmann,64,205045
,Mauricio,Toni,60,205048
,Nicolás,Domínguez,75,237817
,Kal,Naismith,69,237819
Manu García,Manuel,García Sánchez,75,205054
,Adrian,Gryszkiewicz,62,172287
,Nya,Kirby,60,242512
,Gabriel,Matei,63,237825
,Andreas,Hellum,54,237830
,Ibrahim,Meite,56,230785
,Mark,Harris,55,237832
Cristiano,Cristiano,Pereira Figueiredo,68,237833
Juan Bernat,Juan,Bernat Velasco,83,205068
Portu,Cristian,Portugues Manzanera,83,205069
,Kosovar,Sadiki,57,205070
,Daniel,Pedersen,64,237839
,Filip,Kiss,71,205072
,Julian Faye,Lund,65,205073
,Zlatan,Ibrahimović,83,230787
Luís Silva,Luís,Silva,63,41236
,David,Salazar,62,237845
,Edgar,Zaldívar,68,205078
Diego Oliveira,Diego,Queiroz de Oliveira,74,237848
,Fayçal,Fajr,75,205081
Coke,Jorge,Andújar Moreno,75,205083
David Fernández,David,Fernández Cortázar,69,172316
,Philipp,Klement,70,172317
,Mattia,Valoti,68,205086
,Kyle,McAllister,64,205089
Panutche Camará,Panutche Amadu,Pereira Camará,62,237860
,Josias,Lukembila,55,240331
,Gianluca,Pegolo,70,256698
,Teddy,Howe,60,106795
,Luke,McNicholas,54,237872
,Rodrigo,Schlegel,61,247176
,Billy,Chadwick,54,237875
,Takashi,Inui,78,243605
,Diego,Buonanotte,74,205114
,Cristian,Tovar,58,170719
,Sebastián,Rodríguez,63,237885
,Leon,Müller,57,205119
Edigar Junio,Edigar Junio,Teixeira Lima,72,247179
,Tristan,Dekker,63,205124
,Vito,van Crooij,67,237893
,Ousmane,Camara,62,237895
,Gonzalo,Plata,74,246879
,Ferhan,Hasani,67,247181
,Sergio,Peña,73,205138
,Ryohei,Michibuchi,66,236259
Rafael Leão,Rafael,da Conceição Leão,74,237909
,Craig,Conway,64,241721
,Will,Smallbone,65,139609
,Eirik,Schulze,63,237916
,Franco,Sbuttoni,69,205149
,Brandt,Bronico,65,232695
,Rey,Manaj,69,237920
Choi Young Joon,Young Joon,Choi,70,230800
Ruiz de Galarreta,Iñigo,Ruiz de Galarreta,70,205156
,John,Mahon,60,205157
,Charlie,Raglan,65,237926
,Sebastian,Hausner,61,205159
,Emyr,Huws,65,237930
,Brandon,Fleming,62,205163
,Kristoffer,Klaesson,65,237933
,Aron,Dønnum,68,237935
,Felix Horn,Myhre,61,237936
,Adrian Nilsen,Pereira,66,237937
,Pervis,Estupiñán,79,241726
,Arkadiusz,Milik,81,237942
,Andriy,Boryachuk,64,205175
,Zech,Medley,62,230805
,İlhan,Parlak,67,240334
,Rachid,Alioui,72,172418
,Jordy,Delem,64,205188
Denis Suárez,Denis,Suárez Fernández,78,237959
,Souleymane,Bamba,72,205192
Ewerton,Ewerton José,Almeida Santos,71,172425
,Hayden,Coulson,67,205194
Yoon Jong Gyu,Jong Gyu,Yoon,60,230807
,Ely,Esterilla,66,237965
,Okay,Yokuşlu,77,236269
,Wojciech,Golla,66,205201
,Federico,Marchetti,71,205202
,Jefferson,Orejuela,67,139668
,Oscar,Lewicki,70,236270
David Ferreiro,David,Ferreiro Quiroga,72,205210
,Zlatko,Tripić,69,205212
Igor Rossi,Igor,Rossi Branco,72,205214
,Kevin,Danso,70,205215
,Daniel,Maldini,59,237985
,Teruki,Hara,65,255611
,Sergiu,Hanca,70,237988
,Karlo,Bartolec,67,237989
,Murat,Akça,66,236273
,Nahuel,Barrios,69,205225
,Diego,Lainez,72,237994
,Uriel,Antuna,69,237995
,Pierre,Lees-Melou,78,237997
,Dylan,McGeouch,65,230020
,Yann Aurel,Bisseck,62,205232
,Albert,Guðmundsson,69,241736
,Jakub,Żubrowski,66,238004
,Jack,Elliott,70,238005
,Martin,Frese,57,238008
,Florin,Iacob,63,238009
,Molla,Wagué,71,257794
,Roel,Janssen,65,205243
,Niall,Morahan,56,238014
,Delano,van Crooij,64,243596
,Jamie,Reid,61,238018
,Naïm,Sliti,74,205255
Jannick,Jannick,Buyla Sam,59,205257
Tiago Djaló,Tiago Emanuel,Embaló Djaló,68,235972
,Florin,Niță,74,252339
,Sulejman,Krpić,65,238033
,Iván,Rodríguez,62,238034
,Nicolás,Bazzana,62,205267
,Mats,Knoester,67,238037
,Tyrell,Malacia,75,238040
,Abdulrahman,Al Obud,62,238041
,Saad,Al Khayri,60,238043
,Lukáš,Hroššo,62,238044
,Paxton,Pomykal,67,247205
,Chidera,Ejuke,75,238049
,Rasmus,Vinderslev,56,238050
,Stallone,Limbombe,67,238051
,Ammar,Al Najjar,63,238053
,Pierre,Kanstrup,64,238055
Kim Joon Hyeong,Joon Hyeong,Kim,63,172520
,Daniel,Wass,80,238057
,Herman,Stengel,66,172522
,Beni,Baningime,67,205291
,Hillal,Soudani,73,238062
,Kevin,Lankford,64,205295
,Nicolò,Zaniolo,76,238065
,Rachid,Bouhenna,63,238067
,Gabriel,Carrasco,69,205300
,Jamie,Cumming,60,238069
,Eduard,Löwen,73,238070
,Reece,James,77,238072
,Nicolás,Ibáñez,70,238074
,Matt,Bersano,56,236287
Gwon Wan Gyu,Wan Gyu,Gwon,66,238076
,Lee,Erwin,62,221789
,Hikmet,Çiftçi,62,205311
,Jonas,Lössl,73,238085
,Ronnie,Schwartz,69,172553
,Nikola,Milenković,75,172555
,Michael,Lumb,66,238095
Ian González,Ian,González Nieto,62,172561
,Anthony,Koura,61,230830
,Santiago,Silva,72,205334
Zhu Jianrong,Jianrong,Zhu,61,139799
Wang Wei,Wei,Wang,63,238104
Marcelo,Marcelo,dos Santos Ferreira,68,238106
,Ryan,Fredericks,76,205340
,Massimo,Luongo,71,205346
,Carlos,Vela,83,205347
,Archie,Davies,53,169416
,Alex,Pritchard,71,238117
,Aaron,Lewis,61,205351
,Kemar,Roofe,72,233793
,Liam,O'Neil,60,205360
,Matija,Nastasić,77,205361
,Filip,Novák,78,205362
,Jan,Kopic,74,205364
,Rob,Schoofs,71,205365
,Pape Habib,Gueye,63,205369
,Donovan,Léon,66,254525
,Baptiste,Valette,67,205377
,Guillaume,Hubert,67,205378
,Zak,Jules,62,205386
,Michael,Langer,65,230839
,Mads,Roerslev,62,107084
,Soualiho,Meïté,76,238157
,Merih,Demiral,76,205391
,Jack,Baldwin,65,238160
,Jérémy,Morel,75,205393
Vako,Valeri,Qazaishvili,72,139860
,Jean-Paul,Boëtius,76,205401
,Daniele,Baselli,77,205402
,Santiago,Gentiletti,70,205407
,Sebastián,Sosa,73,205408
,Dan,Happe,59,205409
,Claudio,Spinelli,70,238179
,Onur,Kaya,71,238180
,Marcin,Bułka,64,172649
,Harry,Charsley,62,238186
,Herolind,Shala,66,225383
Luís Leal,Luís Leal,dos Anjos,69,205423
,Nahuel,Bustos,74,205425
,Viðar Ari,Jónsson,65,238194
,Arnór,Sigurðsson,71,238195
,Sam,Bone,60,238196
,Niclas,Füllkrug,76,238197
Varela,Silvestre,Gonçalves Varela,73,205431
,Benjamin,Bertrand,63,172672
,Bendik,Bye,63,205441
,Moritz,Kuhn,68,238210
,Stuart,Sinclair,62,205447
,Benedikt,Röcker,65,172680
,Antonio,Rüdiger,81,205451
José Crespo,José Ángel,Crespo Rincón,73,205452
,Felix,Beijmo,67,172685
,André,Weis,65,238222
Marcão,Amaral Alves,Marcos Vinicius,72,205455
Olabe,Roberto,Olabe Del Arco,66,238224
,Krépin,Diatta,77,238225
,Marco,Thiede,67,238227
,Ayman,Al Khulaif,60,205463
,Hugo,Vetlesen,64,238234
,Ola,Brynhildsen,67,238235
,Jan-Marc,Schneider,62,238236
Moon Ji Hwan,Ji Hwan,Moon,57,238238
,Macklin,Freke,50,238242
,Michael,Krmenčík,73,252699
,Mason,Bennett,68,205478
Kim Yeon Soo,Yeon Soo,Kim,53,205481
,Hauke,Wahl,68,238250
,Asmir,Begović,75,230855
,Tomáš,Malinský,74,172723
,Anthony,Lozano,70,205493
Nicolas,David Nicolas,Andrade,69,205495
Jorginho,Luiz Frello,Filho Jorge,83,205496
,Jason,Pendant,66,205498
,August,Erlingmark,66,238269
,Pál,Dárdai,64,238270
,Jovan,Marković,62,238271
,Florinel,Coman,74,238273
,Yohan,Croizet,68,238274
,Dayle,Rooney,56,205518
,Tomasz,Jodłowiec,66,255621
Bernard,Bernard Anício,Caldeira Duarte,78,172756
,Boris,Mathis,58,205525
,Luca,Antei,69,238296
,Mirko,Pigliacelli,71,205529
,Valerio,Verre,74,205530
,Alexander Juel,Andersen,65,205531
,Troels,Kløve,65,205533
Nacho Vidal,Ignacio,Vidal Miralles,76,205535
,Leon,Davies,60,238305
Álvaro Lemos,Álvaro,Lemos Collazo,71,231617
,Luca,Ceppitelli,73,205551
,Marco,Mancosu,72,205553
,Brahim,Darri,68,172786
,Joe,Cracknell,54,205557
,Luciano,Pizarro,59,205558
,Levan,Shengelia,67,238329
,Nils,Seufert,67,238330
,Dave,Bulthuis,69,234891
Alberto Moreno,Alberto,Moreno Pérez,77,205565
,Mathias,Fischer,59,205566
,Joe,Rankin-Costello,62,242529
,James,Ward-Prowse,79,238336
Yun Yong Ho,Yong Ho,Yun,61,205569
,Alan,Dzabana,62,238338
,Kyosuke,Tagawa,65,238341
,Pierre-Yves,Ngawa,69,238345
,Anthony,Forde,64,205578
,Michael,Ihiekwe,68,205582
,Jack,Price,71,205584
,Isaac,Vassell,63,205585
,Immanuel,Höhn,68,205586
,Curtis,Thompson,65,205588
Luís Hernández,Luís,Hernández Rodríguez,71,205589
Wendel,Marcus Wendel,Valle da Silva,79,205590
,Lachlan,Wales,60,238359
,Michael,Chacón,67,238360
Dener,Dener,Gomes Clemente,69,205593
,Raphael,Obermair,62,205594
,James,Husband,66,238363
,Noah,Okafor,71,205596
André Sousa,André Alexandre,Carreira Sousa,68,242530
,Samuel,Umtiti,83,205598
,Christian,Atsu,74,205600
,Yohann,Pelé,72,205601
,Julio,Cáceres,71,107298
,Daisuke,Takagi,65,140067
,Johanna,Omolo,65,252721
,Magnus,Kaastrup,55,205609
,Nikolas,Nartey,64,238378
,Haret,Ortega,62,238379
Rafael,Rafael Pinheiro,Andrade Bittencourt,73,252454
,Ben,Wilmot,66,140082
,Arjen,Robben,80,238389
,Gédéon,Kalulu,69,9014
,Elisha,Owusu,74,238391
,Luciano,Abecasis,71,238392
,Cristian,Insaurralde,69,205630
,Lucas,Ocampos,82,205631
,Lucas,Castro,75,205632
,Nikola,Mileusnić,64,205633
,Jan,Vertonghen,83,236342
,Murat,Yıldırım,66,172871
,Marlon,Fossey,61,172872
,Cosimo,Chiricò,68,238409
Sokratis,Sokratis,Papastathopoulos,79,205644
,Steven,Rivadeneyra,63,172879
,Angus,MacDonald,67,254939
,Alessio,Cragno,81,205655
,Ben,Sault,51,205659
Luís Martins,Luís Carlos,Ramos Martins,69,252731
,Dwight,Gayle,74,205669
,Lee,Tomlin,70,205670
Aleix Coch,Aleix,Coch Lucena,68,172904
,Edin,Višća,83,205673
,Kevin,Luckassen,61,205678
,Sean,Raggett,64,205681
,Téji,Savanier,78,238450
,Eetu,Vertainen,59,205686
,Rodrigo,González,65,238458
,Rhian,Brewster,70,236351
,Sébastien,Haller,81,238460
,Amadou,Haidara,74,205693
,Chris,Lines,63,238463
,Jordon,Thompson,55,172928
,Juan Camilo,Mesa,50,238466
,Jak,Hickman,52,238468
,Cameron,McGilp,50,238469
,Filip,Modelski,61,238169
,Glenn,Murray,74,205704
,Keiren,Westwood,72,172937
,Dan-Axel,Zagadou,79,172939
Renê Santos,Renê,Ferreira dos Santos,69,238476
Bruno Andrade,Bruno Miguel,Carvalho Andrade,67,238479
,Mishari,Al Qahtani,58,205712
,Hitoshi,Sogahata,65,238481
,Toumani,Diagouraga,62,140181
,Tim,Boss,66,172952
,Ilias,Chair,68,238489
,Aramide,Oteh,62,238490
,Gaston,Brugman,72,238491
,Lewis,Grabban,73,205726
,Marvin,Spielmann,69,172960
,Victor,Moses,78,238497
,Yasuhito,Endo,69,172962
,Leo,Weinkauf,66,140196
,Daisuke,Matsui,61,238503
,Michael,Johnston,70,140200
Fernando Fonseca,Fernando Manuel,Ferreira Fonseca,71,238505
,Ulrik,Fredriksen,60,238507
,Élie,Youan,63,238508
,Thomas,Basila,64,238509
,Martin,Sourzac,63,238511
,Leo,Østigård,69,205747
,Hamdan,Al Shamrani,64,238516
,Gwion,Edwards,67,238519
,Rolando,Mandragora,74,205752
,Stefano,Denswil,73,225439
,Răzvan,Dâlbea,64,205756
,Paulo,Da Silva,67,247991
,Dejan,Stojanović,68,140222
,Ondřej,Lingr,68,205759
,Guillermo,Ochoa,79,258208
,Yacine,Adli,70,140233
,Firas,Al Birekan,57,243627
,Alpha,Sissoko,68,238545
,Lion,Schweers,64,241445
,Sebastian,Mai,67,238557
,Danilo,Wiebe,66,238559
,Óscar,Trejo,71,238563
,Arda,Kızıldağ,63,173030
,Kingsley,Schindler,72,252753
Song Bum Keun,Bum Keun,Song,66,238569
Lee Jun,Jun,Lee,58,238570
,Joshua,Honohan,50,238571
,Ricardo,Galindo,59,252754
,Alexandre,Bonnet,70,257516
Kang Ji Hoon,Ji Hoon,Kang,64,173040
Lee Jin Hyun,Jin Hyun,Lee,64,238577
,Pietro,Terracciano,71,238578
,Ruben,Vargas,74,205812
,Jack,Sims,51,238581
Miguel Santos,Miguel,Santos,63,238583
,Ryan,Woods,71,236372
,Ahmed,Ildız,62,205818
,David,Buchholz,62,238587
,Franco,González,56,238588
,Ronan,McKinley,47,246902
,Yílmar,Velásquez,55,252757
,Moritz,Heyer,70,247563
,André,Dej,63,238593
,Antonio,Mirante,78,238594
,Nico,Granatowski,65,140293
,Peter,Cherrie,60,238599
,Facundo,Nadalín,68,140300
,Hasan,Bilal,62,241837
,Onur,Ural,61,238611
David Bruno,David,Dias Resende Bruno,67,238613
Pedro Neto,Pedro,Lomba Neto,72,205846
,Esteban,Andrada,81,238616
,Leonardo,Pavoletti,75,205849
,Jannis,Nikolaou,69,205850
Rodrigo Becão,Rodrigo,Nascimento França,72,238619
,Marko,Livaja,76,238621
,Eric,Mathoho,69,205855
,Malaly,Dembélé,61,205857
,Andrew,Mills,51,238627
,Emeric,Dudouit,65,205861
,Jonathan,David,77,205862
,Stergos,Marinos,69,243630
,Sebastian,Vasiliadis,72,173097
Dani Sotres,Daniel,Sotres Castañeda,67,238637
,Ferhat,Kaplan,68,205871
,Marcel,Bär,67,205874
,Stefanos,Kapino,73,238643
,Morris,Schröter,67,205878
,Davy,Frick,64,238647
,Cauley,Woodrow,68,238649
,Marc,Heider,66,205887
,Borys,Tashchy,66,238657
,Tymoteusz,Puchacz,67,205892
,Alexander,Ring,74,238662
,Nathaniel,Chalobah,74,205895
,Matteo,Scozzarella,69,205897
,Ali,Odabas,62,173130
,Marcel,Hofrath,65,238667
,Kevin,Hoffmann,59,238668
,Kevin,Broll,70,238670
,Luca,Cigarini,73,238674
,Daniele,Dessena,69,173146
,Jeremias,Lorch,66,173147
,Patrick,Herrmann,68,238684
,Pascal,Sohm,64,238685
,Tim,Siedschlag,59,238686
,Antonino,Barillà,71,238689
,Gaëtan,Coucke,67,173155
,Martin,Röser,65,234903
,Caner,Cavlan,68,238693
,Nicolas,Viola,71,205926
,Nicolaj,Thomsen,67,173160
,Kevin,Kunz,64,205929
,Nicola,Murru,73,238699
,Onur,Bulut,66,205934
,Andreas,Athanasakopoulos,60,205939
,Cristian,Chávez,69,255635
,Silviu,Lung,75,205941
,Vlad,Chiricheș,74,205942
Manolo Reina,Manuel,Reina Rodríguez,71,205943
,Edvin,Crona,54,173178
,Yannick,Aguemon,67,238715
,Ethan,Pinnock,72,205948
João Paulo,João Paulo,Mior,71,238717
,Brian,Montenegro,72,205953
,Brian,Murphy,60,205955
,Kevin,Tshiembe,62,140420
,Alex,Baptiste,63,238725
,Jake,Buxton,65,140422
Alex Gorrín,Alejandro,Rodríguez Gorrín,67,140423
,Stefan,Ristovski,77,205961
,Amin,Younes,75,205965
,Jed,Wallace,75,205966
,Luca,Antonelli,71,205970
,Jakub,Bartkowski,66,173204
,Domenico,Criscito,78,205975
,Tate,Schmitt,57,173208
,Damjan,Đoković,71,247322
,Isaac,Kiese Thelin,71,205983
,Magnus,Warming,56,205985
,Luke,Shaw,81,238755
,Antonio,Candreva,78,205988
,Harrison,Reed,73,173221
,Noussair,Mazraoui,77,205990
,Jetro,Willems,77,236401
,André,Poko,73,205995
,Javier,Altamirano,60,205998
,Yvon,Mvogo,76,238767
,Juhani,Ojala,64,206003
,Ezgjan,Alioski,73,206004
,Sebastian,Kowalczyk,68,206006
,Jesper,Verlaat,65,238775
,Dominic,Volkmer,63,238779
,Maurice,Hehne,62,238780
Lasure,Daniel,Lasure Briz,68,238781
,Björn,Rother,64,236405
,Erik,Berg,72,238784
,Leon,Jensen,63,206022
,Thore,Jacobsen,64,238792
Vinícius Jr.,Vinícius José,de Oliveira Júnior,80,238793
Jefté,Jefté,Betancor Sánchez,66,238794
Pol Freixanet,Pol,Freixanet Viejo,65,206031
,David,Marshall,72,206032
,Mauricio,Duarte,69,140498
,Florian,Hansch,61,214563
,Joey,Jones,58,238805
,Joaquín,Varela,65,206039
,Josh,Lundstram,52,241871
,Jorge,Palacios,60,238813
,Quentin,Maceiras,67,254949
,Selim,Gündüz,62,238820
,Morgan,Whittaker,60,206054
,Mattia,De Sciglio,78,252796
Dieguinho,Diego Francisco,Rocha,68,206058
,Mahsun,Çapkan,59,206062
,Simon,Sluga,66,252797
,Manuel,Fernández,69,206065
,Lewis,Wing,70,238837
,Cristian,Ansaldi,78,238839
,Sam,Johnstone,75,173306
,Khaled,Al Dubaysh,58,206075
,Kyle,Callan-McFadden,57,238844
,Josh,Murphy,70,206082
,Jacob,Murphy,71,206083
,Harry,Toffolo,69,206085
,Andres,Gudiño,62,206086
Pedro Sá,Pedro Miguel,Cunha Sá,73,252801
,Cameron,McGeehan,67,238856
Bruno Tabata,Bruno Vinícius,Souza Ramos,75,206089
Jadson,Jadson,Silva de Morais,71,238858
Lucas Possignolo,Lucas,Possignolo,68,238860
Patric,Patricio,Gabarrón Gil,73,238862
,David,Babunski,65,206098
,Serdar,Dursun,72,206101
,Pietro,Pellegri,66,206104
,Cenk,Şahin,68,238873
,Yussif Raman,Chibsah,71,206106
,Joel,Acosta,70,206109
,Serge,Gnabry,85,206110
Dani Ojeda,Daniel,Ojeda Saranova,67,206113
,Isaac,Hayden,77,238882
,Daiki,Sugioka,64,206115
,Stefan,Savić,69,241884
,Willard,Katsande,71,206123
,Luke,Wade-Slater,58,206124
Conrado,Conrado,Buchanelli Holz,65,238894
Iñaki Álvarez,Iñaki,Álvarez Goñi,63,238895
Rivaldinho,Rivaldo Vítor,Borba Ferreira Jr.,67,254506
,Ermedin,Demirović,70,230963
,Sami,Al Khaibari,64,238900
,Scott,Allan,70,238902
,Adrian,Łyszczarz,60,201085
,Yannick,Mbone,65,238904
,Sergio,Romero,80,206139
,Timothée,Dieng,64,173373
,Benjamin,Uphoff,70,206142
,Marcus,Antonsson,66,206145
,Omar,Hawsawi,59,206147
,Luciano,Aued,75,238918
,Mark-Anthony,Kaye,71,206152
,Brian,Lozano,76,238922
,Ragnar,Klavan,74,230967
,Dominik,Ernst,65,140620
,Stefano,Sabelli,72,238925
,Amato,Ciciretti,73,206159
,Brayan,Palmezano,55,206160
,Thorben,Deters,55,247352
,Sanjin,Prcić,71,238930
,Marius,Kleinsorge,66,206167
,Jordan,Turnbull,62,238936
Júnior Urso,Ocimar,Almeida Júnior,71,206170
,Jure,Balkovec,69,206171
,Alexandru,Chilili,52,238941
,Žan,Majer,67,258277
,Robert,Rojas,74,238944
,Maximilian,Wolfram,65,246914
,Rekeem,Harper,67,238953
,Max,Dombrowka,66,238958
,Simon,Mignolet,81,238961
,Christoph,Greger,65,173426
,Josef,Welzmüller,62,238963
,Orestis,Kiomourtzoglou,71,238964
,Dominique,Heintz,75,238965
,Dean,Clarke,58,206198
,Ross,Laidlaw,61,206200
,Ollie,Norburn,64,238969
,Michel,Niemeyer,65,206202
,Alexander,Laukart,63,238971
,Wilfried,Zahibo,69,238973
,Christian,Beck,65,206207
,Lukas,Daschner,66,238977
,Tobias,Schwede,66,238980
,Miguel,Almirón,78,238981
,Manuel,Farrona Pulido,66,230977
,Shawn,Adewoye,60,238984
,Paul,Nardi,73,251895
Juan Cruz,Juan Cruz,Álvaro Armada,69,206218
,Maximilian,Ullmann,73,206219
,Rajko,Rep,69,238988
Bigas,Pedro,Bigas Rigo,72,238989
,Denis,Cheryshev,77,206222
,Curtis,Lyle,53,206225
,Innes,Cameron,57,238994
,Didier,Desprez,60,238995
,Jesper,Isaksen,57,238997
,Zlatko,Junuzović,76,239006
,Josué,Homawoo,61,173474
,Alex,Perry,53,239011
,Emmanuel,Dennis,76,239013
,Andreas,Lienhart,68,239015
Junio,Junio Ricardo,da Rocha,68,173480
,Justin,Vom Steeg,57,239018
,Miroslav,Stevanović,73,236005
,Ben,Wiles,64,206254
,Ibrahima,Niane,70,239023
,Aboubakary,Koita,67,239025
Ferrán Torres,Ferrán,Torres García,81,239028
,Tom,Hopper,63,241461
,Laurent,Jans,70,206263
,Romain,Basque,65,206269
,Cristian,Bălgrădean,72,239038
Juan Alano,Juan Matheus,Alano Nascimento,64,206272
,Hussain,Al Qahtani,62,239041
,Umut,Bozok,70,239042
,Emre,Kılınç,75,239043
,Halil,Akbunar,68,239045
,Sadık,Çiftpınar,68,239048
,Josué,Albert,61,239050
,Federico,Valverde,83,239051
,Viljormur,Davidsen,63,239053
Marcano,Iván,Marcano Sierra,81,206286
Nathan,Nathan Raphael,Pelae Cardoso,66,173521
,Saša,Balić,66,225529
,Sone,Aluko,65,206297
,Ben,Amos,67,173530
,David,Button,68,173531
,Luka,Milivojević,79,173533
,Christopher,Antwi-Adjej,72,206304
,Jordan,Ferri,73,239073
,Jérémy,Frick,69,206306
,Abdul Manaf,Nurudeen,59,206307
,Larry,Azouni,69,239076
Marcos Antonio,Marcos Antonio,Silva Santos,72,206310
,Joseph,Lopy,67,247377
,James,Tomkins,76,206313
,Samuel,Owusu,70,173546
,Nir,Bitton,69,234916
,Rafael,Pérez,69,206317
,Filip,Dmitrovic,63,239088
,Philipp,Wiesinger,72,239089
,Lukas,Grgic,65,239090
,Jonathan,Clauss,72,239091
,Jur,Schryvers,67,239093
,Atakan,Karazor,70,239095
,Dennis,Srbeny,69,239096
,Ron,Schallenberg,62,239097
,Gearóid,Morrissey,62,239099
,Till,Brinkmann,59,206332
,Bogdan,Țîru,70,239101
,Luke,Leahy,63,239118
,Hamadi,Al Ghaddioui,69,239119
,Erik,Botheim,59,239121
,Mohammed,Al Baqawi,62,239125
,Alejandro,Mayorga,67,239126
,Bryan,Chahuaylla,60,239127
,Reto,Ziegler,69,255649
,Nama,Fofana,63,108061
,Chris,Führich,65,239134
,Nicolas,Cozza,68,241925
Jeong Woo Yeong,Woo Yeong,Jeong,68,239136
,Charlie,Colkett,64,239138
Ángel,Ángel,Moreno Morcillo,63,225542
Joselu,José Luis,Sanmartín Mato,76,239142
,Eden,Massouema,64,173608
,Kacper,Trelowski,52,239145
,Bernard,Kyere,60,258311
,Jason,Pearce,68,239149
,Felix,Götze,65,173614
,André,Riel,61,236467
Antón Escobar,Antón,Escobar Tapias,60,239159
,Daniel,Georgievski,66,246921
,Matúš,Putnocký,68,206399
,Maximilian,Engl,59,206402
,Morten,Rüdiger,60,239172
João Pereira,João Pedro,da Silva Pereira,74,239173
,Terrence,Boyd,66,206407
,Tyrone,Marsh,61,206408
,Denys,Garmash,74,206409
,Maksym,Koval,66,206411
,Taras,Stepanenko,79,206412
,Sergiy,Kryvtsov,74,206413
Aylton Boa Morte,Aylton Filipe,Boa Morte,69,206414
,Davor,Lovren,64,239186
,Mykola,Morozyuk,74,239189
Lee Sang Ki,Sang Ki,Lee,64,206424
,Paul,Caddis,63,237102
,Edvard Sandvik,Tagseth,62,173660
,Joe,Pigott,64,252858
,Lloyd,Kerry,56,206430
,Nicky,Law,64,173665
,Grégoire,Coudert,56,173666
,Yassine,Benzia,71,239203
,Kyle,McFadzean,67,206436
,Stephen,Quinn,67,173671
,Félix,Eboa Eboa,67,173673
,Bevic,Moussiti-Oko,64,239210
,Alexis,Claude-Maurice,75,239211
,Carlos,Pando,57,236477
,Jacob,Ramsey,55,255652
,Tyler,Magloire,56,246923
,Joe,Grayson,58,239221
,Stefan,Mols,59,239222
,Amine,Benchaib,65,239223
,Juan,Torres,60,239224
,Glody,Ngonda,65,239226
,Mark,Reynolds,63,252863
,Alassane,Plea,80,173695
,Taxiarchis,Fountas,72,206467
Ko Kwang Min,Kwang Min,Ko,69,206469
,Steve,Arnold,63,206472
Abel Ruiz,Abel,Ruiz Ortega,69,198253
,Rudy,Camacho,66,239250
,Ezekiel,Fryers,64,206485
